14.554	7.102	2.665
14.604	6.516	2.553
14.654	3.220	1.794
14.704	4.954	2.226
14.754	4.304	2.075
14.805	4.737	2.176
14.855	1.751	1.323
14.905	7.627	2.762
14.955	4.510	2.124
15.006	2.878	1.696
15.056	3.070	1.752
15.106	2.879	1.697
15.156	5.083	2.255
15.207	5.713	2.390
15.257	12.535	3.541
15.307	9.221	3.037
15.357	8.598	2.932
15.407	9.130	3.022
15.458	8.428	2.903
15.508	16.115	4.014
15.558	24.174	4.917
15.608	19.737	4.443
15.659	17.107	4.136
15.709	18.438	4.294
15.759	24.984	4.998
15.809	28.052	5.296
15.860	17.406	4.172
15.910	13.128	3.623
15.960	9.928	3.151
16.010	9.466	3.077
16.061	7.325	2.707
16.111	8.345	2.889
16.161	8.041	2.836
16.211	7.133	2.671
16.262	6.113	2.472
16.312	7.100	2.665
16.362	10.266	3.204
16.412	7.804	2.794
16.463	9.754	3.123
16.513	8.518	2.919
16.563	8.048	2.837
16.613	10.969	3.312
16.664	6.829	2.613
16.714	9.139	3.023
16.764	15.140	3.891
16.814	12.098	3.478
16.865	10.010	3.164
16.915	14.081	3.752
16.965	13.300	3.647
17.016	9.784	3.128
17.066	10.245	3.201
17.116	11.749	3.428
17.166	11.715	3.423
17.217	13.732	3.706
17.267	15.253	3.905
17.317	14.078	3.752
17.367	19.230	4.385
17.418	22.973	4.793
17.468	28.464	5.335
17.518	31.269	5.592
17.569	24.356	4.935
17.619	20.227	4.497
17.669	18.355	4.284
17.719	19.518	4.418
17.770	12.674	3.560
17.820	17.257	4.154
17.870	17.702	4.207
17.920	15.705	3.963
17.971	15.112	3.888
18.021	19.644	4.432
18.071	20.997	4.582
18.122	19.431	4.408
18.172	21.062	4.589
18.222	23.306	4.828
18.272	26.278	5.126
18.323	27.009	5.197
18.373	30.411	5.515
18.423	34.403	5.865
18.474	32.159	5.671
18.524	35.511	5.959
18.574	34.874	5.905
18.625	51.985	7.210
18.675	57.781	7.601
18.725	53.627	7.323
18.775	51.242	7.158
18.826	56.570	7.521
18.876	48.898	6.993
18.926	35.485	5.957
18.977	30.483	5.521
19.027	20.560	4.534
19.077	24.625	4.962
19.128	24.645	4.964
19.178	28.752	5.362
19.228	23.057	4.802
19.278	18.300	4.278
19.329	17.211	4.149
19.379	18.893	4.347
19.429	15.696	3.962
19.480	14.032	3.746
19.530	15.657	3.957
19.580	19.781	4.448
19.631	17.709	4.208
19.681	18.909	4.348
19.731	21.438	4.630
19.782	22.311	4.723
19.832	20.548	4.533
19.882	14.631	3.825
19.932	15.385	3.922
19.983	17.649	4.201
20.033	20.453	4.522
20.083	21.736	4.662
20.134	25.236	5.024
20.184	24.931	4.993
20.234	28.639	5.351
20.285	24.356	4.935
20.335	24.609	4.961
20.385	30.762	5.546
20.436	27.916	5.284
20.486	26.145	5.113
20.536	25.946	5.094
20.587	27.045	5.200
20.637	20.911	4.573
20.687	21.088	4.592
20.738	22.510	4.744
20.788	28.368	5.326
20.838	26.894	5.186
20.889	25.633	5.063
20.939	32.529	5.703
20.989	30.595	5.531
21.040	33.518	5.790
21.090	29.348	5.417
21.140	35.525	5.960
21.191	33.670	5.803
21.241	28.995	5.385
21.291	28.524	5.341
21.342	25.027	5.003
21.392	18.616	4.315
21.442	16.509	4.063
21.493	15.928	3.991
21.543	14.286	3.780
21.593	18.055	4.249
21.644	16.427	4.053
21.694	23.569	4.855
21.745	28.387	5.328
21.795	30.267	5.502
21.845	32.772	5.725
21.896	33.182	5.760
21.946	34.622	5.884
21.996	32.042	5.660
22.047	30.840	5.553
22.097	31.080	5.575
22.147	30.728	5.543
22.198	30.517	5.524
22.248	28.145	5.305
22.298	23.743	4.873
22.349	25.758	5.075
22.399	21.575	4.645
22.450	19.987	4.471
22.500	20.448	4.522
22.550	24.619	4.962
22.601	21.987	4.689
22.651	24.229	4.922
22.701	20.479	4.525
22.752	21.653	4.653
22.802	19.838	4.454
22.852	15.938	3.992
22.903	19.579	4.425
22.953	22.043	4.695
23.004	20.371	4.513
23.054	19.002	4.359
23.104	24.204	4.920
23.155	23.220	4.819
23.205	24.588	4.959
23.255	23.426	4.840
23.306	28.958	5.381
23.356	30.854	5.555
23.407	24.559	4.956
23.457	28.250	5.315
23.507	27.686	5.262
23.558	24.892	4.989
23.608	27.673	5.261
23.659	30.939	5.562
23.709	29.325	5.415
23.759	27.213	5.217
23.810	29.869	5.465
23.860	30.274	5.502
23.910	30.664	5.537
23.961	32.934	5.739
24.011	33.802	5.814
24.062	32.864	5.733
24.112	28.126	5.303
24.162	31.883	5.646
24.213	31.319	5.596
24.263	33.422	5.781
24.314	29.728	5.452
24.364	30.945	5.563
24.414	29.816	5.460
24.465	27.544	5.248
24.515	26.752	5.172
24.566	28.850	5.371
24.616	29.682	5.448
24.666	28.712	5.358
24.717	21.902	4.680
24.767	24.463	4.946
24.818	23.993	4.898
24.868	22.484	4.742
24.918	23.881	4.887
24.969	18.752	4.330
25.019	17.808	4.220
25.070	17.603	4.196
25.120	23.733	4.872
25.171	21.742	4.663
25.221	21.892	4.679
25.271	18.606	4.314
25.322	21.200	4.604
25.372	17.981	4.240
25.423	20.305	4.506
25.473	18.109	4.255
25.523	21.294	4.614
25.574	23.075	4.804
25.624	17.118	4.137
25.675	21.717	4.660
25.725	20.943	4.576
25.776	19.459	4.411
25.826	20.617	4.541
25.876	21.802	4.669
25.927	18.194	4.265
25.977	21.584	4.646
26.028	22.075	4.698
26.078	20.211	4.496
26.129	24.229	4.922
26.179	20.629	4.542
26.229	22.416	4.735
26.280	18.333	4.282
26.330	20.316	4.507
26.381	20.983	4.581
26.431	19.747	4.444
26.482	20.629	4.542
26.532	20.853	4.566
26.582	22.877	4.783
26.633	18.304	4.278
26.683	18.299	4.278
26.734	20.278	4.503
26.784	20.377	4.514
26.835	19.216	4.384
26.885	17.634	4.199
26.936	24.178	4.917
26.986	23.358	4.833
27.036	20.868	4.568
27.087	23.098	4.806
27.137	17.709	4.208
27.188	21.614	4.649
27.238	18.054	4.249
27.289	18.515	4.303
27.339	18.201	4.266
27.390	19.643	4.432
27.440	17.006	4.124
27.491	17.356	4.166
27.541	19.464	4.412
27.591	16.484	4.060
27.642	16.071	4.009
27.692	14.300	3.781
27.743	16.972	4.120
27.793	16.051	4.006
27.844	17.441	4.176
27.894	17.827	4.222
27.945	15.402	3.925
27.995	19.465	4.412
28.046	18.418	4.292
28.096	19.492	4.415
28.147	17.526	4.186
28.197	18.643	4.318
28.247	15.542	3.942
28.298	16.866	4.107
28.348	18.810	4.337
28.399	16.699	4.086
28.449	16.866	4.107
28.500	17.493	4.183
28.550	16.156	4.019
28.601	20.936	4.576
28.651	18.358	4.285
28.702	14.988	3.871
28.752	15.436	3.929
28.803	14.767	3.843
28.853	18.533	4.305
28.904	14.795	3.846
28.954	15.933	3.992
29.005	16.693	4.086
29.055	15.441	3.929
29.106	15.715	3.964
29.156	16.145	4.018
29.207	14.604	3.822
29.257	15.289	3.910
29.308	16.269	4.034
29.358	17.018	4.125
29.409	15.453	3.931
29.459	16.560	4.069
29.510	15.022	3.876
29.560	12.636	3.555
29.611	18.304	4.278
29.661	14.649	3.827
29.712	16.770	4.095
29.762	16.587	4.073
29.813	14.811	3.849
29.863	17.069	4.131
29.914	17.840	4.224
29.964	13.539	3.679
30.015	14.648	3.827
30.065	14.591	3.820
30.116	15.452	3.931
30.166	17.190	4.146
30.217	17.967	4.239
30.267	16.091	4.011
30.318	16.225	4.028
30.368	14.706	3.835
30.419	17.309	4.160
30.469	15.307	3.912
30.520	15.342	3.917
30.570	18.092	4.253
30.621	15.778	3.972
30.671	13.303	3.647
30.722	15.811	3.976
30.772	15.625	3.953
30.823	17.019	4.125
30.873	13.671	3.697
30.924	19.060	4.366
30.974	15.549	3.943
31.025	16.315	4.039
31.075	14.978	3.870
31.126	15.958	3.995
31.176	14.404	3.795
31.227	14.505	3.808
31.277	16.864	4.107
31.328	13.851	3.722
31.378	14.610	3.822
31.429	17.673	4.204
31.480	16.124	4.016
31.530	15.850	3.981
31.581	13.331	3.651
31.631	14.220	3.771
31.682	14.895	3.859
31.732	17.874	4.228
31.783	15.237	3.904
31.833	17.501	4.183
31.884	14.883	3.858
31.934	14.989	3.872
31.985	10.890	3.300
32.035	14.695	3.833
32.086	12.828	3.582
32.137	14.019	3.744
32.187	14.342	3.787
32.238	14.907	3.861
32.288	16.964	4.119
32.339	15.398	3.924
32.389	15.367	3.920
32.440	15.535	3.941
32.490	17.456	4.178
32.541	21.211	4.606
32.591	19.861	4.457
32.642	8.682	2.946
32.693	3.335	1.826
32.743	0.876	0.936
32.794	0.659	0.812
32.844	0.687	0.829
32.895	0.430	0.656
32.945	0.117	0.342
32.996	0.626	0.791
33.046	0.447	0.669
33.097	0.391	0.625
33.148	0.050	0.224
33.198	0.128	0.358
33.249	0.156	0.396
33.299	-0.106	0.326
33.350	0.084	0.290
33.400	-0.050	0.224
33.451	0.078	0.280
33.502	0.028	0.167
33.552	0.000	0.000
33.603	-0.078	0.280
33.653	0.000	0.000
33.704	0.000	0.000
33.754	-0.028	0.167
33.805	0.000	0.000
33.856	0.000	0.000
33.906	0.000	0.000
33.957	0.000	0.000
34.007	0.000	0.000
34.058	0.000	0.000
34.108	0.000	0.000
34.159	0.000	0.000
34.210	0.000	0.000
34.260	0.000	0.000
34.311	0.000	0.000
34.361	0.000	0.000
34.412	0.000	0.000
34.463	0.000	0.000
34.513	0.000	0.000
34.564	0.000	0.000
34.614	0.000	0.000
34.665	0.000	0.000
34.716	0.000	0.000
34.766	0.000	0.000
34.817	0.000	0.000
34.867	0.000	0.000
34.918	0.000	0.000
34.968	0.000	0.000
35.019	0.000	0.000
35.070	0.000	0.000
35.120	0.000	0.000
35.171	0.000	0.000
35.221	0.000	0.000
35.272	0.000	0.000
35.323	0.000	0.000
35.373	0.000	0.000
35.424	0.000	0.000
35.475	0.000	0.000
35.525	0.000	0.000
35.576	0.000	0.000
35.626	0.000	0.000
35.677	0.000	0.000
35.728	0.000	0.000
35.778	0.000	0.000
35.829	0.000	0.000
35.879	0.000	0.000
35.930	0.000	0.000
35.981	0.000	0.000
36.031	0.000	0.000
36.082	0.000	0.000
36.132	0.000	0.000
36.183	0.000	0.000
36.234	0.000	0.000
36.284	0.000	0.000
36.335	0.000	0.000
36.386	0.000	0.000
36.436	0.000	0.000
36.487	0.000	0.000
36.537	0.000	0.000
36.588	0.000	0.000
36.639	0.000	0.000
36.689	0.000	0.000
36.740	0.000	0.000
36.791	0.000	0.000
36.841	0.000	0.000
36.892	0.000	0.000
36.943	0.000	0.000
36.993	0.000	0.000
37.044	0.000	0.000
37.094	0.000	0.000
37.145	0.000	0.000
37.196	0.000	0.000
37.246	0.000	0.000
37.297	0.000	0.000
37.348	0.000	0.000
37.398	0.000	0.000
37.449	0.000	0.000
37.500	0.000	0.000
37.550	0.000	0.000
37.601	0.000	0.000
37.652	0.000	0.000
37.702	0.000	0.000
37.753	0.000	0.000
37.803	0.000	0.000
37.854	0.000	0.000
37.905	0.000	0.000
37.955	0.000	0.000
38.006	0.000	0.000
38.057	0.000	0.000
38.107	0.000	0.000
38.158	0.000	0.000
38.209	0.000	0.000
38.259	0.000	0.000
38.310	0.000	0.000
38.361	0.000	0.000
38.411	0.000	0.000
38.462	0.000	0.000
38.513	0.000	0.000
38.563	0.000	0.000
38.614	0.000	0.000
38.665	0.000	0.000
38.715	0.000	0.000
38.766	0.000	0.000
38.817	0.000	0.000
38.867	0.000	0.000
38.918	0.000	0.000
38.969	0.000	0.000
39.019	0.000	0.000
39.070	0.000	0.000
39.121	0.000	0.000
39.171	0.000	0.000
39.222	0.000	0.000
39.273	0.000	0.000
39.323	0.000	0.000
39.374	0.000	0.000
39.425	0.000	0.000
39.476	0.000	0.000
39.526	0.000	0.000
39.577	0.000	0.000
39.628	0.000	0.000
39.678	0.000	0.000
39.729	0.000	0.000
39.780	0.000	0.000
39.830	0.000	0.000
39.881	0.000	0.000
39.932	0.000	0.000
39.982	0.000	0.000
40.033	0.000	0.000
