  13.907   4.947   
  13.957   9.607   
  14.007   23.925  
  14.057   26.329  
  14.107   19.661  
  14.157   12.189  
  14.207   8.275   
  14.257   3.157   
  14.307   2.239   
  14.357   -0.053  
  14.407   1.514   
  14.457   -0.456  
  14.507   0.871   
  14.558   4.641   
  14.608   4.581   
  14.658   3.478   
  14.708   1.961   
  14.758   1.145   
  14.808   0.296   
  14.858   1.350   
  14.908   2.063   
  14.958   0.474   
  15.008   1.210   
  15.058   2.646   
  15.108   2.670   
  15.158   1.209   
  15.208   1.341   
  15.259   1.444   
  15.309   2.716   
  15.359   1.443   
  15.409   2.366   
  15.459   5.764   
  15.509   6.474   
  15.559   8.509   
  15.609   7.644   
  15.659   6.606   
  15.709   5.060   
  15.759   5.478   
  15.809   3.738   
  15.860   2.876   
  15.910   3.192   
  15.960   1.268   
  16.010   2.632   
  16.060   1.376   
  16.110   0.514   
  16.160   1.984   
  16.210   1.459   
  16.260   1.238   
  16.310   0.179   
  16.360   1.515   
  16.411   2.032   
  16.461   1.376   
  16.511   3.728   
  16.561   2.186   
  16.611   1.482   
  16.661   0.813   
  16.711   1.514   
  16.761   0.475   
  16.811   0.655   
  16.862   0.515   
  16.912   -0.141  
  16.962   0.676   
  17.012   1.772   
  17.062   1.784   
  17.112   2.424   
  17.162   1.546   
  17.212   1.829   
  17.262   0.987   
  17.313   0.560   
  17.363   1.541   
  17.413   1.294   
  17.463   1.902   
  17.513   2.796   
  17.563   1.308   
  17.613   3.663   
  17.663   0.499   
  17.713   5.552   
  17.764   4.842   
  17.814   3.546   
  17.864   5.260   
  17.914   7.312   
  17.964   7.075   
  18.014   5.508   
  18.064   4.339   
  18.114   4.344   
  18.165   1.635   
  18.215   1.446   
  18.265   3.206   
  18.315   2.156   
  18.365   2.058   
  18.415   0.068   
  18.465   2.008   
  18.516   0.708   
  18.566   0.497   
  18.616   0.751   
  18.666   1.133   
  18.716   1.733   
  18.766   2.410   
  18.816   1.864   
  18.866   -0.081  
  18.917   1.323   
  18.967   1.712   
  19.017   0.700   
  19.067   2.271   
  19.117   1.271   
  19.167   1.554   
  19.217   1.154   
  19.268   1.290   
  19.318   2.278   
  19.368   1.294   
  19.418   1.794   
  19.468   1.048   
  19.518   2.299   
  19.569   4.280   
  19.619   4.527   
  19.669   4.416   
  19.719   3.676   
  19.769   4.225   
  19.819   2.231   
  19.869   1.734   
  19.920   3.612   
  19.970   1.090   
  20.020   0.971   
  20.070   3.877   
  20.120   3.398   
  20.170   2.131   
  20.221   7.562   
  20.271   7.804   
  20.321   3.861   
  20.371   5.337   
  20.421   3.232   
  20.471   3.286   
  20.522   4.669   
  20.572   2.814   
  20.622   3.201   
  20.672   4.358   
  20.722   3.402   
  20.773   8.505   
  20.823   5.748   
  20.873   9.101   
  20.923   6.560   
  20.973   7.324   
  21.023   7.226   
  21.074   5.392   
  21.124   4.937   
  21.174   2.656   
  21.224   5.606   
  21.274   4.436   
  21.324   4.850   
  21.375   2.655   
  21.425   2.246   
  21.475   4.461   
  21.525   3.493   
  21.575   1.445   
  21.626   2.388   
  21.676   2.503   
  21.726   2.130   
  21.776   1.372   
  21.826   1.909   
  21.877   1.626   
  21.927   3.928   
  21.977   3.124   
  22.027   1.589   
  22.077   2.246   
  22.128   2.197   
  22.178   4.413   
  22.228   8.617   
  22.278   10.348  
  22.328   8.277   
  22.379   4.867   
  22.429   5.069   
  22.479   6.287   
  22.529   5.051   
  22.579   4.670   
  22.630   3.964   
  22.680   2.778   
  22.730   2.389   
  22.780   2.837   
  22.830   2.902   
  22.881   4.149   
  22.931   3.699   
  22.981   4.162   
  23.031   3.559   
  23.082   2.332   
  23.132   3.009   
  23.182   4.137   
  23.232   5.134   
  23.282   5.183   
  23.333   4.125   
  23.383   4.729   
  23.433   5.348   
  23.483   2.353   
  23.534   2.308   
  23.584   2.624   
  23.634   0.774   
  23.684   2.566   
  23.734   2.993   
  23.785   3.748   
  23.835   3.551   
  23.885   4.687   
  23.935   5.495   
  23.986   3.911   
  24.036   4.120   
  24.086   2.677   
  24.136   4.704   
  24.187   5.835   
  24.237   4.433   
  24.287   5.331   
  24.337   3.018   
  24.387   3.313   
  24.438   5.020   
  24.488   5.845   
  24.538   4.191   
  24.588   2.985   
  24.639   4.199   
  24.689   5.844   
  24.739   3.321   
  24.789   2.889   
  24.840   4.145   
  24.890   3.227   
  24.940   5.643   
  24.990   3.497   
  25.041   2.205   
  25.091   4.872   
  25.141   5.578   
  25.191   3.850   
  25.242   3.937   
  25.292   4.289   
  25.342   4.904   
  25.392   4.350   
  25.443   5.856   
  25.493   5.676   
  25.543   6.263   
  25.594   3.936   
  25.644   5.709   
  25.694   5.020   
  25.744   5.315   
  25.795   5.819   
  25.845   3.588   
  25.895   7.075   
  25.945   4.490   
  25.996   5.692   
  26.046   6.480   
  26.096   6.624   
  26.146   4.564   
  26.197   4.487   
  26.247   5.221   
  26.297   6.140   
  26.348   5.061   
  26.398   4.655   
  26.448   5.430   
  26.498   4.063   
  26.549   5.868   
  26.599   3.190   
  26.649   5.294   
  26.699   5.404   
  26.750   4.642   
  26.800   5.303   
  26.850   5.815   
  26.901   2.439   
  26.951   4.060   
  27.001   3.674   
  27.051   3.461   
  27.102   3.123   
  27.152   5.725   
  27.202   2.932   
  27.253   4.855   
  27.303   2.324   
  27.353   4.232   
  27.404   4.285   
  27.454   3.969   
  27.504   2.554   
  27.554   3.046   
  27.605   3.678   
  27.655   3.752   
  27.705   3.543   
  27.756   3.587   
  27.806   3.850   
  27.856   1.971   
  27.907   4.338   
  27.957   2.345   
  28.007   3.190   
  28.057   3.542   
  28.108   2.485   
  28.158   3.929   
  28.208   4.490   
  28.259   1.425   
  28.309   1.931   
  28.359   3.235   
  28.410   4.224   
  28.460   2.571   
  28.510   2.288   
  28.561   3.793   
  28.611   3.665   
  28.661   1.607   
  28.712   2.817   
  28.762   2.431   
  28.812   3.227   
  28.862   1.233   
  28.913   2.739   
  28.963   2.181   
  29.013   1.758   
  29.064   3.289   
  29.114   3.744   
  29.164   5.287   
  29.215   3.096   
  29.265   2.525   
  29.315   2.623   
  29.366   2.206   
  29.416   3.949   
  29.466   1.968   
  29.517   2.402   
  29.567   3.218   
  29.617   2.502   
  29.668   4.503   
  29.718   2.788   
  29.768   3.403   
  29.819   3.120   
  29.869   2.575   
  29.919   2.485   
  29.970   3.559   
  30.020   2.489   
  30.070   4.245   
  30.121   2.173   
  30.171   2.517   
  30.222   1.689   
  30.272   2.772   
  30.322   3.276   
  30.373   1.041   
  30.423   3.498   
  30.473   1.677   
  30.524   3.333   
  30.574   2.776   
  30.624   2.267   
  30.675   1.783   
  30.725   1.664   
  30.775   2.874   
  30.826   2.789   
  30.876   3.215   
  30.926   3.137   
  30.977   3.547   
  31.027   2.968   
  31.078   4.712   
  31.128   4.032   
  31.178   4.712   
  31.229   1.652   
  31.279   2.764   
  31.329   1.532   
  31.380   3.269   
  31.430   3.363   
  31.480   1.659   
  31.531   2.189   
  31.581   3.227   
  31.632   1.874   
  31.682   1.935   
  31.732   3.391   
  31.783   4.081   
  31.833   3.764   
  31.883   3.034   
  31.934   3.370   
  31.984   3.650   
  32.035   3.301   
  32.085   0.889   
  32.135   3.880   
  32.186   3.277   
  32.236   5.158   
  32.287   4.020   
  32.337   3.183   
  32.387   2.359   
  32.438   0.906   
  32.488   0.238   
  32.538   0.115   
  32.589   -0.037  
  32.639   0.312   
  32.690   0.144   
  32.740   -0.029  
  32.790   -0.016  
  32.841   0.152   
  32.891   0.012   
  32.942   0.000   
  32.992   0.160   
  33.042   0.164   
  33.093   0.004   
  33.143   0.004   
  33.194   0.008   
  33.244   -0.004  
  33.294   0.000   
  33.345   0.000   
  33.395   0.000   
  33.446   0.000   
  33.496   -0.164  
  33.546   0.004   
  33.597   0.000   
  33.647   0.000   
  33.698   0.000   
  33.748   0.004   
  33.799   0.000   
  33.849   0.000   
  33.899   0.000   
  33.950   0.000   
  34.000   0.000   
  34.051   0.000   
  34.101   0.000   
  34.151   0.000   
  34.202   0.000   
  34.252   0.000   
  34.303   0.000   
  34.353   0.000   
  34.404   0.000   
  34.454   0.000   
  34.504   0.000   
  34.555   0.000   
  34.605   0.000   
  34.656   0.000   
  34.706   0.000   
  34.757   0.000   
  34.807   0.000   
  34.857   0.000   
  34.908   0.000   
  34.958   0.000   
  35.009   0.000   
